doc_name,relative_path,section_count
release-2.0.10.md,releases/release-2.0.10.md,4
release-7.5.6.md,releases/release-7.5.6.md,4
release-3.0.11.md,releases/release-3.0.11.md,4
release-2.0-rc.4.md,releases/release-2.0-rc.4.md,4
release-1.0.5.md,releases/release-1.0.5.md,4
release-rc.2.md,releases/release-rc.2.md,4
release-1.1-beta.md,releases/release-1.1-beta.md,4
release-7.5.2.md,releases/release-7.5.2.md,4
ticdc-storage-consumer-dev-guide.md,ticdc/ticdc-storage-consumer-dev-guide.md,4
connect-via-standard-connection-serverless.md,tidb-cloud/connect-via-standard-connection-serverless.md,4
monitor-alert-email.md,tidb-cloud/monitor-alert-email.md,4
tidb-cloud-sso-authentication.md,tidb-cloud/tidb-cloud-sso-authentication.md,4
notifications.md,tidb-cloud/notifications.md,4
recovery-group-failover.md,tidb-cloud/recovery-group-failover.md,4
cppo-customer.md,tidb-cloud/cppo-customer.md,4
connect-via-standard-connection.md,tidb-cloud/connect-via-standard-connection.md,4
optimize-resource-allocation.md,tidb-cloud/optimize-resource-allocation.md,4
use-chat2query-sessions.md,tidb-cloud/use-chat2query-sessions.md,4
connect-to-tidb-cluster-serverless.md,tidb-cloud/connect-to-tidb-cluster-serverless.md,4
changefeed-sink-to-tidb-cloud.md,tidb-cloud/changefeed-sink-to-tidb-cloud.md,4
tidb-cloud-events.md,tidb-cloud/tidb-cloud-events.md,4
tidb-cloud-intro.md,tidb-cloud/tidb-cloud-intro.md,4
create-tidb-cluster-serverless.md,tidb-cloud/create-tidb-cluster-serverless.md,4
vector-search-changelogs.md,tidb-cloud/vector-search-changelogs.md,4
tidb-cloud-billing-dm.md,tidb-cloud/tidb-cloud-billing-dm.md,4
ticloud-auth-logout.md,tidb-cloud/ticloud-auth-logout.md,4
connected-slack-ticket-interaction.md,tidb-cloud/connected-slack-ticket-interaction.md,4
pause-or-resume-tidb-cluster.md,tidb-cloud/pause-or-resume-tidb-cluster.md,4
recovery-group-overview.md,tidb-cloud/recovery-group-overview.md,4
terraform-tidbcloud-provider-overview.md,tidb-cloud/terraform-tidbcloud-provider-overview.md,4
connected-lark-ticket-interaction.md,tidb-cloud/connected-lark-ticket-interaction.md,4
scale-tidb-cluster.md,tidb-cloud/scale-tidb-cluster.md,4
README.md,node_modules/@types/ms/README.md,4
README.md,node_modules/@types/btoa-lite/README.md,4
CONTRIBUTING.md,node_modules/diff/CONTRIBUTING.md,4
README.md,node_modules/btoa-lite/README.md,4
README.md,node_modules/acorn-jsx/README.md,4
README.md,node_modules/universal-github-app-jwt/README.md,4
README.md,node_modules/@octokit/request-error/README.md,4
README.md,node_modules/@octokit/plugin-retry/README.md,4
vector-search-integration-overview.md,vector-search/vector-search-integration-overview.md,4
sql-statement-shutdown.md,sql-statements/sql-statement-shutdown.md,4
sql-statement-admin-checksum-table.md,sql-statements/sql-statement-admin-checksum-table.md,4
sql-statement-show-engines.md,sql-statements/sql-statement-show-engines.md,4
sql-statement-show-profiles.md,sql-statements/sql-statement-show-profiles.md,4
sql-statement-admin-bdr-role.md,sql-statements/sql-statement-admin-bdr-role.md,4
sql-statement-batch.md,sql-statements/sql-statement-batch.md,4
sql-statement-show-builtins.md,sql-statements/sql-statement-show-builtins.md,4
sql-statement-admin-alter-ddl.md,sql-statements/sql-statement-admin-alter-ddl.md,4
dashboard-diagnostics-access.md,dashboard/dashboard-diagnostics-access.md,4
information-schema-data-lock-waits.md,information-schema/information-schema-data-lock-waits.md,4
information-schema-tidb-index-usage.md,information-schema/information-schema-tidb-index-usage.md,4
use-fastscan.md,tiflash/use-fastscan.md,4
tiflash-data-validation.md,tiflash/tiflash-data-validation.md,4
tiflash-mintso-scheduler.md,tiflash/tiflash-mintso-scheduler.md,4
use-tiflash-mpp-mode.md,tiflash/use-tiflash-mpp-mode.md,4
maintain-tiflash.md,tiflash/maintain-tiflash.md,4
dm-release-notes.md,dm/dm-release-notes.md,4
quick-start-create-source.md,dm/quick-start-create-source.md,4
dm-pause-task.md,dm/dm-pause-task.md,4
dm-customized-secret-key.md,dm/dm-customized-secret-key.md,4
table-selector.md,dm/table-selector.md,4
dm-create-task.md,dm/dm-create-task.md,4
dm-resume-task.md,dm/dm-resume-task.md,4
feature-shard-merge-pessimistic.md,dm/feature-shard-merge-pessimistic.md,4
dm-stop-task.md,dm/dm-stop-task.md,4
numeric-functions-and-operators.md,functions-and-operators/numeric-functions-and-operators.md,4
json-functions-validate.md,functions-and-operators/json-functions/json-functions-validate.md,4
json-functions-aggregate.md,functions-and-operators/json-functions/json-functions-aggregate.md,4
tiup-component-dm-help.md,tiup/tiup-component-dm-help.md,4
tiup-command-help.md,tiup/tiup-command-help.md,4
tiup-command-mirror-merge.md,tiup/tiup-command-mirror-merge.md,4
tiup-command-mirror.md,tiup/tiup-command-mirror.md,4
tiup-command-install.md,tiup/tiup-command-install.md,4
tiup-component-cluster-help.md,tiup/tiup-component-cluster-help.md,4
tiup-command-env.md,tiup/tiup-command-env.md,4
br-incremental-guide.md,br/br-incremental-guide.md,4
tidb-lightning-command-line-full.md,tidb-lightning/tidb-lightning-command-line-full.md,4
shard-row-id-bits.md,shard-row-id-bits.md,3
agg-distinct-optimization.md,agg-distinct-optimization.md,3
tidb-read-staleness.md,tidb-read-staleness.md,3
import-example-data.md,import-example-data.md,3
credits.md,credits.md,3
explain-index-merge.md,explain-index-merge.md,3
minimal-deployment-topology.md,minimal-deployment-topology.md,3
sql-mode.md,sql-mode.md,3
identify-expensive-queries.md,identify-expensive-queries.md,3
ticdc-deployment-topology.md,ticdc-deployment-topology.md,3
tidb-resource-control-background-tasks.md,tidb-resource-control-background-tasks.md,3
grafana-overview-dashboard.md,grafana-overview-dashboard.md,3
integration-overview.md,integration-overview.md,3
max-min-eliminate.md,max-min-eliminate.md,3
performance-schema.md,performance-schema/performance-schema.md,3
release-3.0.7.md,releases/release-3.0.7.md,3
release-4.0.1.md,releases/release-4.0.1.md,3
release-3.0.16.md,releases/release-3.0.16.md,3
release-3.0.17.md,releases/release-3.0.17.md,3
release-3.0.18.md,releases/release-3.0.18.md,3
release-8.5.2.md,releases/release-8.5.2.md,3
release-5.3.4.md,releases/release-5.3.4.md,3
release-2.0.7.md,releases/release-2.0.7.md,3
release-6.5.5.md,releases/release-6.5.5.md,3
release-5.1.5.md,releases/release-5.1.5.md,3
release-5.2.2.md,releases/release-5.2.2.md,3
release-2.0.6.md,releases/release-2.0.6.md,3
release-5.4.3.md,releases/release-5.4.3.md,3
release-1.0.4.md,releases/release-1.0.4.md,3
release-6.1.7.md,releases/release-6.1.7.md,3
release-2.0.11.md,releases/release-2.0.11.md,3
release-3.1.0-rc.md,releases/release-3.1.0-rc.md,3
release-1.0.1.md,releases/release-1.0.1.md,3
release-3.1.1.md,releases/release-3.1.1.md,3
release-2.0.8.md,releases/release-2.0.8.md,3
release-5.4.2.md,releases/release-5.4.2.md,3
release-6.1.2.md,releases/release-6.1.2.md,3
release-3.0.15.md,releases/release-3.0.15.md,3
ticdc-avro-checksum-verification.md,ticdc/ticdc-avro-checksum-verification.md,3
ticdc-client-authentication.md,ticdc/ticdc-client-authentication.md,3
ticdc-changefeed-overview.md,ticdc/ticdc-changefeed-overview.md,3
connected-ai-chat-in-im.md,tidb-cloud/connected-ai-chat-in-im.md,3
upgrade-tidb-cluster.md,tidb-cloud/upgrade-tidb-cluster.md,3
manage-serverless-spend-limit.md,tidb-cloud/manage-serverless-spend-limit.md,3
limitations-and-quotas.md,tidb-cloud/limitations-and-quotas.md,3
data-service-overview.md,tidb-cloud/data-service-overview.md,3
data-service-integrations.md,tidb-cloud/data-service-integrations.md,3
high-availability-faq.md,faq/high-availability-faq.md,3
README.md,node_modules/lodash/README.md,3
readme.md,node_modules/escape-string-regexp/readme.md,3
README.md,node_modules/once/README.md,3
README.md,node_modules/deprecation/README.md,3
README.md,node_modules/buffer-equal-constant-time/README.md,3
README.md,node_modules/@octokit/openapi-types/README.md,3
README.md,node_modules/universal-user-agent/README.md,3
sql-statement-show-master-status.md,sql-statements/sql-statement-show-master-status.md,3
sql-statement-alter-range.md,sql-statements/sql-statement-alter-range.md,3
dashboard-session-share.md,dashboard/dashboard-session-share.md,3
information-schema.md,information-schema/information-schema.md,3
information-schema-slow-query.md,information-schema/information-schema-slow-query.md,3
information-schema-tidb-trx.md,information-schema/information-schema-tidb-trx.md,3
sys-schema-unused-indexes.md,sys-schema/sys-schema-unused-indexes.md,3
tiflash-late-materialization.md,tiflash/tiflash-late-materialization.md,3
dm-online-ddl-tool-support.md,dm/dm-online-ddl-tool-support.md,3
dmctl-introduction.md,dm/dmctl-introduction.md,3
usage-scenario-master-slave-switch.md,dm/usage-scenario-master-slave-switch.md,3
dm-compatibility-catalog.md,dm/dm-compatibility-catalog.md,3
expressions-pushed-down.md,functions-and-operators/expressions-pushed-down.md,3
date-and-time-functions.md,functions-and-operators/date-and-time-functions.md,3
utility-functions.md,functions-and-operators/utility-functions.md,3
locking-functions.md,functions-and-operators/locking-functions.md,3
tiup-documentation-guide.md,tiup/tiup-documentation-guide.md,3
tiup-overview.md,tiup/tiup-overview.md,3
tiup-terminology-and-concepts.md,tiup/tiup-terminology-and-concepts.md,3
tidb-lightning-requirements.md,tidb-lightning/tidb-lightning-requirements.md,3
tidb-lightning-logical-import-mode.md,tidb-lightning/tidb-lightning-logical-import-mode.md,3
three-dc-local-read.md,best-practices/three-dc-local-read.md,3
schema-object-names.md,schema-object-names.md,2
data-type-default-values.md,data-type-default-values.md,2
tidb-roadmap.md,tidb-roadmap.md,2
enable-disk-spill-encrypt.md,enable-disk-spill-encrypt.md,2
metrics-schema.md,metrics-schema.md,2
filter-dml-event.md,filter-dml-event.md,2
binary-package.md,binary-package.md,2
dr-backup-restore.md,dr-backup-restore.md,2
keywords.md,keywords.md,2
cost-model.md,cost-model.md,2
release-3.1.2.md,releases/release-3.1.2.md,2
release-4.0.4.md,releases/release-4.0.4.md,2
release-3.0.13.md,releases/release-3.0.13.md,2
release-5.2.1.md,releases/release-5.2.1.md,2
release-5.1.3.md,releases/release-5.1.3.md,2
release-5.2.3.md,releases/release-5.2.3.md,2
release-5.0.5.md,releases/release-5.0.5.md,2
release-5.3.3.md,releases/release-5.3.3.md,2
connect-to-tidb-cluster.md,tidb-cloud/connect-to-tidb-cluster.md,2
data-streaming-concepts.md,tidb-cloud/data-streaming-concepts.md,2
recovery-group-delete.md,tidb-cloud/recovery-group-delete.md,2
tidb-cloud-billing-recovery-group.md,tidb-cloud/tidb-cloud-billing-recovery-group.md,2
mysql-schema-tidb-mdl-view.md,mysql-schema/mysql-schema-tidb-mdl-view.md,2
README.md,node_modules/inherits/README.md,2
README.md,node_modules/fs.realpath/README.md,2
README.md,node_modules/wrappy/README.md,2
MIGRATION_GUIDE.md,node_modules/axios/MIGRATION_GUIDE.md,2
README.md,node_modules/axios/lib/adapters/README.md,2
README.md,node_modules/inflight/README.md,2
information-schema-collation-character-set-applicability.md,information-schema/information-schema-collation-character-set-applicability.md,2
information-schema-views.md,information-schema/information-schema-views.md,2
information-schema-partitions.md,information-schema/information-schema-partitions.md,2
information-schema-memory-usage.md,information-schema/information-schema-memory-usage.md,2
information-schema-engines.md,information-schema/information-schema-engines.md,2
information-schema-placement-policies.md,information-schema/information-schema-placement-policies.md,2
information-schema-resource-groups.md,information-schema/information-schema-resource-groups.md,2
information-schema-runaway-watches.md,information-schema/information-schema-runaway-watches.md,2
information-schema-analyze-status.md,information-schema/information-schema-analyze-status.md,2
information-schema-collations.md,information-schema/information-schema-collations.md,2
information-schema-user-privileges.md,information-schema/information-schema-user-privileges.md,2
information-schema-processlist.md,information-schema/information-schema-processlist.md,2
information-schema-character-sets.md,information-schema/information-schema-character-sets.md,2
information-schema-sequences.md,information-schema/information-schema-sequences.md,2
information-schema-tidb-hot-regions-history.md,information-schema/information-schema-tidb-hot-regions-history.md,2
information-schema-columns.md,information-schema/information-schema-columns.md,2
sys-schema.md,sys-schema/sys-schema.md,2
tiflash-pipeline-model.md,tiflash/tiflash-pipeline-model.md,2
feature-expression-filter.md,dm/feature-expression-filter.md,2
tidb-lightning-overview.md,tidb-lightning/tidb-lightning-overview.md,2
data-type-overview.md,data-type-overview.md,1
sql-logical-optimization.md,sql-logical-optimization.md,1
tidb-in-kubernetes.md,tidb-in-kubernetes.md,1
control-execution-plan.md,control-execution-plan.md,1
tidb-operator-overview.md,tidb-operator-overview.md,1
support.md,support.md,1
explain-partitions.md,explain-partitions.md,1
column-pruning.md,column-pruning.md,1
sql-physical-optimization.md,sql-physical-optimization.md,1
sql-tuning-overview.md,sql-tuning-overview.md,1
sql-optimization-concepts.md,sql-optimization-concepts.md,1
expression-syntax.md,expression-syntax.md,1
explain-views.md,explain-views.md,1
tso.md,tso.md,1
performance-schema-session-connect-attrs.md,performance-schema/performance-schema-session-connect-attrs.md,1
release-timeline.md,releases/release-timeline.md,1
import-sample-data-serverless.md,tidb-cloud/import-sample-data-serverless.md,1
api-overview.md,tidb-cloud/api-overview.md,1
configure-ip-access-list.md,tidb-cloud/configure-ip-access-list.md,1
import-snapshot-files.md,tidb-cloud/import-snapshot-files.md,1
connected-care-detail.md,tidb-cloud/connected-care-detail.md,1
high-availability-with-multi-az.md,tidb-cloud/high-availability-with-multi-az.md,1
import-sample-data.md,tidb-cloud/import-sample-data.md,1
configure-security-settings.md,tidb-cloud/configure-security-settings.md,1
delete-tidb-cluster.md,tidb-cloud/delete-tidb-cluster.md,1
connect-via-sql-shell.md,tidb-cloud/connect-via-sql-shell.md,1
mysql-schema-user.md,mysql-schema/mysql-schema-user.md,1
faq-overview.md,faq/faq-overview.md,1
markdownlint-rules.md,resources/markdownlint-rules.md,1
SECURITY.md,node_modules/axios/SECURITY.md,1
README.md,node_modules/axios/lib/core/README.md,1
README.md,node_modules/axios/lib/env/README.md,1
README.md,node_modules/axios/lib/helpers/README.md,1
LICENSE.md,node_modules/universal-user-agent/LICENSE.md,1
sql-statement-show-fields-from.md,sql-statements/sql-statement-show-fields-from.md,1
sql-statement-describe.md,sql-statements/sql-statement-describe.md,1
sql-statement-desc.md,sql-statements/sql-statement-desc.md,1
sql-statement-show-schemas.md,sql-statements/sql-statement-show-schemas.md,1
information-schema-metrics-tables.md,information-schema/information-schema-metrics-tables.md,1
information-schema-tiflash-replica.md,information-schema/information-schema-tiflash-replica.md,1
information-schema-tiflash-segments.md,information-schema/information-schema-tiflash-segments.md,1
client-errors-summary-by-user.md,information-schema/client-errors-summary-by-user.md,1
information-schema-cluster-hardware.md,information-schema/information-schema-cluster-hardware.md,1
information-schema-cluster-log.md,information-schema/information-schema-cluster-log.md,1
information-schema-tidb-hot-regions.md,information-schema/information-schema-tidb-hot-regions.md,1
information-schema-cluster-config.md,information-schema/information-schema-cluster-config.md,1
client-errors-summary-by-host.md,information-schema/client-errors-summary-by-host.md,1
information-schema-user-attributes.md,information-schema/information-schema-user-attributes.md,1
information-schema-tidb-indexes.md,information-schema/information-schema-tidb-indexes.md,1
information-schema-variables-info.md,information-schema/information-schema-variables-info.md,1
information-schema-metrics-summary.md,information-schema/information-schema-metrics-summary.md,1
information-schema-keywords.md,information-schema/information-schema-keywords.md,1
information-schema-session-variables.md,information-schema/information-schema-session-variables.md,1
information-schema-tiflash-tables.md,information-schema/information-schema-tiflash-tables.md,1
information-schema-ddl-jobs.md,information-schema/information-schema-ddl-jobs.md,1
information-schema-tikv-store-status.md,information-schema/information-schema-tikv-store-status.md,1
information-schema-memory-usage-ops-history.md,information-schema/information-schema-memory-usage-ops-history.md,1
information-schema-schemata.md,information-schema/information-schema-schemata.md,1
client-errors-summary-global.md,information-schema/client-errors-summary-global.md,1
information-schema-inspection-rules.md,information-schema/information-schema-inspection-rules.md,1
information-schema-referential-constraints.md,information-schema/information-schema-referential-constraints.md,1
information-schema-tidb-check-constraints.md,information-schema/information-schema-tidb-check-constraints.md,1
information-schema-table-storage-stats.md,information-schema/information-schema-table-storage-stats.md,1
information-schema-check-constraints.md,information-schema/information-schema-check-constraints.md,1
information-schema-tables.md,information-schema/information-schema-tables.md,1
information-schema-tikv-region-peers.md,information-schema/information-schema-tikv-region-peers.md,1
information-schema-tikv-region-status.md,information-schema/information-schema-tikv-region-status.md,1
information-schema-statistics.md,information-schema/information-schema-statistics.md,1
information-schema-cluster-load.md,information-schema/information-schema-cluster-load.md,1
information-schema-key-column-usage.md,information-schema/information-schema-key-column-usage.md,1
information-schema-cluster-info.md,information-schema/information-schema-cluster-info.md,1
information-schema-inspection-summary.md,information-schema/information-schema-inspection-summary.md,1
information-schema-tidb-servers-info.md,information-schema/information-schema-tidb-servers-info.md,1
information-schema-table-constraints.md,information-schema/information-schema-table-constraints.md,1
information-schema-cluster-systeminfo.md,information-schema/information-schema-cluster-systeminfo.md,1
use-tispark-to-read-tiflash.md,tiflash/use-tispark-to-read-tiflash.md,1
tiflash-compatibility.md,tiflash/tiflash-compatibility.md,1
dm-daily-check.md,dm/dm-daily-check.md,1
dm-benchmark-v5.4.0.md,dm/dm-benchmark-v5.4.0.md,1
dm-alert-rules.md,dm/dm-alert-rules.md,1
type-conversion-in-expression-evaluation.md,functions-and-operators/type-conversion-in-expression-evaluation.md,1
functions-and-operators-overview.md,functions-and-operators/functions-and-operators-overview.md,1
rawkv-backup-and-restore.md,br/rawkv-backup-and-restore.md,1
backup-and-restore-design.md,br/backup-and-restore-design.md,1
tidb-lightning-prechecks.md,tidb-lightning/tidb-lightning-prechecks.md,1
_docHome.md,_docHome.md,0
TOC.md,TOC.md,0
_index.md,_index.md,0
_index.md,tidb-cloud/_index.md,0
terms.md,resources/terms.md,0
release.md,node_modules/lodash/release.md,0
license.md,node_modules/ms/license.md,0
LICENSE.md,node_modules/balanced-match/LICENSE.md,0
HISTORY.md,node_modules/mime-types/HISTORY.md,0
LICENSE.md,node_modules/btoa-lite/LICENSE.md,0
Readme.md,node_modules/format/Readme.md,0
LICENSE.md,node_modules/@octokit/webhooks/LICENSE.md,0
license.md,node_modules/mri/license.md,0
HISTORY.md,node_modules/mime-db/HISTORY.md,0
